ACS_EST_YR,GEO_ID,NAME,Pct_A,Pct_AIAN,Pct_BAA,Pct_HL,Pct_NHPI,Pct_W,Pct_Two,Pct_Other,Pct_15to24,Pct_25to34,Pct_35to44,Pct_45to54,Pct_55to64,Pct_65plus,Pct_Female,Pct_Male,OBJECTID
2021,1600000US3008950,"Bozeman city, Montana",1.9,0.7,0.7,4.6,0,88.2,3.6,0.3,30.7,20.2,11.3,9.1,6.8,10.3,47.2,52.8,1
