ACS_EST_YR,GEO_ID,NAME,DroveAlone_PovBelow100pct,DroveAlone_Pov100to149pct,DroveAlone_Pov150pct,Carpool_PovBelow100pct,Carpool_Pov100to149pct,Carpool_Pov150pct,PublicTransit_PovBelow100pct,PublicTransit_Pov100to149pct,PublicTransit_Pov150pct,Carpool_RaceAIAN,Carpool_RaceA,Carpool_RaceBAA,Carpool_RaceHL,Carpool_RaceNHPI,Carpool_RaceOther,Carpool_RaceW,Carpool_RaceTwo,DroveAlone_RaceAIAN,DroveAlone_RaceA,DroveAlone_RaceBAA,DroveAlone_RaceHL,DroveAlone_RaceNHPI,DroveAlone_RaceOther,DroveAlone_RaceW,DroveAlone_RaceTwo,PublicTransit_RaceAIAN,PublicTransit_RaceA,PublicTransit_RaceBAA,PublicTransit_RaceHL,PublicTransit_RaceNHPI,PublicTransit_RaceOther,PublicTransit_RaceW,PublicTransit_RaceTwo,OBJECTID
2021,1600000US3008950,"Bozeman city, Montana",12.7,8.8,78.6,13.6,9,77.4,25,3.1,71.9,0,5.2,0.2,3.4,0,2.9,87.9,3.9,0.9,1.3,0.5,4.7,0,0.8,90.8,5.7,0,0,0,0,0,0,100,0,1
