ACS_EST_YR,GEO_ID,NAME,Female_HH,Female_HH_Kids,Male_HH,Male_HH_Kids,Married,Married_Kids,Nonfamily_HH,Nonfamily_Female_HH,Nonfamily_Male_HH,OBJECTID
2021,1600000US3008950,"Bozeman city, Montana",42829,32635,73958,74688,107264,106881,48398,40711,53496,1
